NCAA name,School,Conference,Division,Fall/2025 Roster,2025 Schedule,ScheduleLink,RosterLink,BaseURL,URL,Last Checked Roster,Last Checked Schedule,Site,YesBoth,YesRost,YesSked,No,images,color,record,ovr_win_pct,ovr_strk,conference_record,conf_win_pct,conf_strk,conf_image,notes,op,pp,prod
Northwest Nazarene,Northwest Nazarene,GNAC,NA,Yes,Yes,https://nnusports.com/sports/baseball/schedule/2025,https://nnusports.com/sports/baseball/roster/2025,https://nnusports.com/sports/baseball,https://nnusports.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://nnusports.com/images/logos/site/site.png?width=600,#9a191d,36-15-1,0.702,L2,23-9,0.719,L1,https://gnacsports.com/images/logos/site/site.png?width=600,GNAC Regular Season and Conference Champions; West Regional Appearance,64.4,70,66.60000000000001
Northwestern Okla.,Northwestern Oklahoma State,GAC,NA,Yes,Yes,https://riderangersride.com/sports/baseball/schedule/2025,https://riderangersride.com/sports/baseball/roster/2025,https://riderangersride.com/sports/baseball,https://riderangersride.com,2024-11-03T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://riderangersride.com/images/logos/site/site.png?width=600,#e21737,31-20,0.608,L2,19-14,0.576,L2,https://greatamericanconference.com/images/logos/site/site.png?width=600,GAC Tournament Appearance,80.80000000000001,35.5,63.2
Northwood,Northwood,G-MAC,NA,Yes,Yes,https://www.gonorthwood.com/sports/bsb/2024-25/schedule,https://www.gonorthwood.com/sports/bsb/2024-25/roster,https://www.gonorthwood.com/sports/bsb,https://www.gonorthwood.com,2024-12-01T00:00:00Z,2025-01-07T00:00:00Z,Presto,1,0,0,0,https://www.gonorthwood.com/assets/wolf_logo_final_v2.png,#0F80CC,33-23,0.589,L2,23-10,0.697,L1,https://greatmidwestsports.com/images/logos/site/site.png?width=600,Midwest Regional Appearance,44.7,42.1,43.7
Nova Southeastern,Nova Southeastern,Sunshine State,NA,Yes,Yes,https://nsusharks.com/sports/baseball/schedule/2025,https://nsusharks.com/sports/baseball/roster/2025,https://nsusharks.com/sports/baseball,https://nsusharks.com,2024-11-03T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,1,0,0,0,https://nsusharks.com/images/logos/site/site.png?width=600,#00529b,28-18,0.609,L1,18-12,0.6,L1,https://sunshinestateconference.com/images/logos/site/site.png?width=600,NA,29.299999999999997,39.900000000000006,33.5
Ohio Dominican,Ohio Dominican,G-MAC,NA,Yes,Yes,https://ohiodominicanpanthers.com/sports/baseball/schedule,https://ohiodominicanpanthers.com/sports/baseball/roster/2025,https://ohiodominicanpanthers.com/sports/baseball,https://ohiodominicanpanthers.com,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://ohiodominicanpanthers.com/images/logos/site/site.png?width=600,#ffc72c,27-23,0.54,L3,18-14,0.563,L3,https://greatmidwestsports.com/images/logos/site/site.png?width=600,G-MAC Tournament Appearance,51.1,40.6,47.1
Okla. Baptist,Oklahoma Baptist,GAC,NA,Yes,Yes,https://obubison.com/sports/baseball/schedule/2025,https://obubison.com/sports/baseball/roster/2025,https://obubison.com/sports/baseball,https://obubison.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://obubison.com/images/logos/site/site.png?width=600,#255f2b,32-20,0.615,L1,18-15,0.545,L1,https://greatamericanconference.com/images/logos/site/site.png?width=600,GAC Tournament Appearance,39.7,43.7,41.199999999999996
Okla. Christian,Oklahoma Christian,Lone Star,NA,Yes,Yes,https://oceagles.com/sports/baseball/schedule/2025,https://oceagles.com/sports/baseball/roster/2025,https://oceagles.com/sports/baseball,https://oceagles.com,2024-11-03T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://oceagles.com/images/logos/site/site.png?width=600,#602633,11-39,0.22,L2,11-37,0.229,L2,https://lonestarconference.org/images/logos/site/site.png?width=600,NA,100,99.5,99.8
Ouachita Baptist,Ouachita Baptist,GAC,NA,Yes,Yes,https://obutigers.com/sports/baseball/schedule/2025,https://obutigers.com/sports/baseball/roster/2025,https://obutigers.com/sports/baseball,https://obutigers.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://obutigers.com/images/logos/site/site.png?width=600,#472d85,28-23,0.549,L2,19-14,0.576,L2,https://greatamericanconference.com/images/logos/site/site.png?width=600,GAC Tournament Appearance,34.1,57.49999999999999,43.1
Pace,Pace,NE10,Southwest,Yes,Yes,https://paceuathletics.com/sports/baseball/schedule/2025,https://paceuathletics.com/sports/baseball/roster/2025,https://paceuathletics.com/sports/baseball,https://paceuathletics.com,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://paceuathletics.com/images/logos/site/site.png?width=600,#e0e0e0,28-19,0.596,L2,17-11,0.607,L2,https://northeast10.org/images/logos/site/site.png?width=600,NE10 Southwest Regular Season Champions,79.3,58.3,70.8
Palm Beach Atl.,Palm Beach Atlantic,Sunshine State,NA,Yes,Yes,https://pbasailfish.com/sports/baseball/schedule/2025,https://pbasailfish.com/sports/baseball/roster/2025,https://pbasailfish.com/sports/baseball,https://pbasailfish.com,2024-12-10T00:00:00Z,2024-12-10T00:00:00Z,Sidearm,1,0,0,0,https://pbasailfish.com/images/logos/site/site.png?width=600,#00244d,21-25,0.457,W6,17-13,0.567,W8,https://sunshinestateconference.com/images/logos/site/site.png?width=600,NA,40.9,74.8,54.6
Pittsburg St.,Pittsburg State,MIAA,NA,Yes,Yes,https://pittstategorillas.com/sports/baseball/schedule/2025,https://pittstategorillas.com/sports/baseball/roster/2025,https://pittstategorillas.com/sports/baseball,https://pittstategorillas.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://pittstategorillas.com/images/logos/site/site.png?width=600,#e70400,34-18,0.654,L2,22-12,0.647,L2,https://themiaa.com/images/logos/site/site.png?width=600,MIAA Tournament Appearance,45.800000000000004,69.1,54.6
Pitt.-Johnstown,Pittsburgh-Johnstown,PSAC,West,Yes,Yes,https://pittjohnstownathletics.com/sports/baseball/schedule/2025,https://pittjohnstownathletics.com/sports/baseball/roster/2025,https://pittjohnstownathletics.com/sports/baseball,https://pittjohnstownathletics.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://pittjohnstownathletics.com/images/logos/site/site.png?width=600,#1a3da5,19-30,0.388,L3,9-20,0.31,L3,https://psacsports.org/images/logos/site/site.png?width=600,NA,60.6,53.7,57.9
Point Loma,Point Loma,PacWest,NA,Yes,Yes,https://plnusealions.com/sports/baseball/schedule/2025,https://plnusealions.com/sports/baseball/roster/2025,https://plnusealions.com/sports/baseball,https://plnusealions.com,2025-01-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://plnusealions.com/images/logos/site/site.png?width=600,#18563e,46-13-1,0.775,L2,25-6-1,0.797,W4,https://thepacwest.com/images/logos/site/site.png?width=600,PacWest Regular Season and Tournament Champions; West Region Champions; CWS Appearance,31.7,38.9,34.5
Point Park,Point Park,MEC,North,No,Yes,https://pointparksports.com/sports/baseball/schedule/2025,https://pointparksports.com/sports/baseball/roster/2025,https://pointparksports.com/sports/baseball,https://pointparksports.com,2025-01-10T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,0,0,1,0,https://pointparksports.com/images/logos/site/site.png?width=600,#077d5a,42-15,0.737,L2,19-5,0,NA,https://mountaineast.org/images/logos/site/site.png?width=600,NAIA Member; 1st Season as a Division II Program in 2025,NA,NA,NA
Post,Post,CACC,North,No,Yes,https://posteagles.com/sports/baseball/schedule/2025,https://posteagles.com/sports/baseball/roster/2025,https://posteagles.com/sports/baseball,https://posteagles.com,2025-01-10T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,0,0,1,0,https://posteagles.com/images/logos/site/site.png?width=600,#632d50,28-21,0.571,L2,16-6,0.727,L1,https://cdn.usteamcolors.com/images/ncaa/conferences/central-atlantic-collegiate-conference-logo.png,CACC North Regular Season Champions and CACC Tournament Champions; East Regional Appearance,NA,NA,NA
Purdue Northwest,Purdue Northwest,GLIAC,NA,Yes,Yes,https://pnwathletics.com/sports/baseball/schedule/2025,https://pnwathletics.com/sports/baseball/roster/2025,https://pnwathletics.com/sports/baseball,https://pnwathletics.com,2024-11-24T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://pnwathletics.com/images/logos/site/site.png?width=600,#e6d395,19-30,0.388,L1,8-22,0.267,L1,https://cdn.usteamcolors.com/images/ncaa/conferences/great-lakes-intercollegiate-athletic-conference-logo.png,GLIAC Tournament Appearance,52.2,55.2,53.4
Queens (NY),Queens,ECC,NA,No,Yes,https://queensknights.com/sports/baseball/schedule/2025,https://queensknights.com/sports/baseball/roster/2025,https://queensknights.com/sports/baseball,https://queensknights.com,2025-01-07T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,0,0,1,0,https://queensknights.com/images/logos/site/site.png?width=600,#00263e,30-19,0.612,L2,16-8,0.667,L2,https://eccsports.org/images/logos/site/site.png?width=600,ECC Tournament Appearance,NA,NA,NA
Quincy,Quincy,GLVC,NA,No,Yes,https://quhawks.com/sports/baseball/schedule/2025,https://quhawks.com/sports/baseball/roster/2025,https://quhawks.com/sports/baseball,https://quhawks.com,2025-01-07T00:00:00Z,2025-01-06T00:00:00Z,Sidearm,0,0,1,0,https://quhawks.com/images/logos/site/site.png?width=600,#591f00,28-26,0.519,L1,22-14,0.611,L1,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Appearance,NA,NA,NA
Regis (CO),Regis,RMAC,NA,Yes,Yes,https://regisrangers.com/sports/baseball/schedule/2025,https://regisrangers.com/sports/baseball/roster/2025,https://regisrangers.com/sports/baseball,https://regisrangers.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://regisrangers.com/images/logos/site/site.png?width=600,#fcce01,32-24-1,0.57,L4,20-12,0.625,L1,https://rmacsports.org/images/logos/site/site.png?width=600,South Central Regional Appearance,75.2,79.8,76.9
Rockhurst,Rockhurst,GLVC,NA,Yes,Yes,https://rockhursthawks.com/sports/baseball/schedule/2025,https://rockhursthawks.com/sports/baseball/roster/2025,https://rockhursthawks.com/sports/baseball,https://rockhursthawks.com,2024-11-03T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://rockhursthawks.com/images/logos/site/site.png?width=600,#0b3771,27-24,0.529,L3,18-17,0.514,L3,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Appearance,96.5,97.3,96.8
Rogers St.,Rogers State,MIAA,NA,Yes,Yes,https://rsuhillcats.com/sports/baseball/schedule/2025,https://rsuhillcats.com/sports/baseball/roster/2025,https://rsuhillcats.com/sports/baseball,https://rsuhillcats.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://rsuhillcats.com/images/logos/site/site.png?width=600,#0c2340,24-25,0.49,L2,14-19,0.424,L2,https://themiaa.com/images/logos/site/site.png?width=600,MIAA Tournament Appearance,35.8,56.39999999999999,43.8
Rollins,Rollins,Sunshine State,NA,Yes,Yes,https://rollinssports.com/sports/baseball/schedule/2025,https://rollinssports.com/sports/baseball/roster/2025,https://rollinssports.com/sports/baseball,https://rollinssports.com,2024-12-16T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://rollinssports.com/images/logos/site/site.png?width=600,#0071ba,26-21,0.553,W1,17-13,0.567,W1,https://sunshinestateconference.com/images/logos/site/site.png?width=600,NA,52.4,70,59.6
Roosevelt,Roosevelt,GLIAC,NA,Yes,Yes,https://rooseveltlakers.com/sports/baseball/schedule/2025,https://rooseveltlakers.com/sports/baseball/roster/2025,https://rooseveltlakers.com/sports/baseball,https://rooseveltlakers.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://rooseveltlakers.com/images/logos/site/site.png?width=600,#007741,28-22,0.56,L2,19-13,0,NA,https://cdn.usteamcolors.com/images/ncaa/conferences/great-lakes-intercollegiate-athletic-conference-logo.png,NAIA Member; 1st Season as a Division II Program in 2025,63.3,90.3,73.5
Saginaw Valley,Saginaw Valley,GLIAC,NA,Yes,Yes,https://www.svsucardinals.com/sports/bsb/2024-25/schedule,https://www.svsucardinals.com/sports/bsb/2024-25/roster,https://www.svsucardinals.com/sports/bsb,https://www.svsucardinals.com,2024-11-03T00:00:00Z,2024-12-30T00:00:00Z,Presto,1,0,0,0,https://cdn.usteamcolors.com/images/ncaa/division-2/saginaw-valley-state-cardinals-logo.png,#C4122E,41-18,0.695,L2,23-7,0.767,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/great-lakes-intercollegiate-athletic-conference-logo.png,GLIAC Regular Season Champion; Super Regional Host,21.7,35,26.6
St. Anselm,Saint Anselm,NE10,Northeast,No,Yes,https://saintanselmhawks.com/sports/baseball/schedule/2025,https://saintanselmhawks.com/sports/baseball/roster/2025,https://saintanselmhawks.com/sports/baseball,https://saintanselmhawks.com,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,0,0,1,0,https://saintanselmhawks.com/images/logos/site/site.png?width=600,#002b5c,15-28,0.349,W2,11-19,0.367,W2,https://northeast10.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
St. Cloud St.,Saint Cloud State,NSIC,NA,Yes,Yes,https://scsuhuskies.com/sports/baseball/schedule/2025,https://scsuhuskies.com/sports/baseball/roster/2025,https://scsuhuskies.com/sports/baseball,https://scsuhuskies.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://cdn.usteamcolors.com/images/ncaa/st-cloud-state-huskies-logo.png,#a10209,32-19,0.627,L2,28-11,0.718,L2,https://northernsun.org/images/logos/site/site.png?width=600,NSIC Tournament Appearance,22,17.7,20.4
St. Edward's,Saint Edward's,Lone Star,NA,Yes,Yes,https://gohilltoppers.com/sports/baseball/schedule/2025,https://gohilltoppers.com/sports/baseball/roster/2025,https://gohilltoppers.com/sports/baseball,https://gohilltoppers.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://gohilltoppers.com/images/logos/site/site.png?width=600,#001f5b,23-29,0.442,L3,23-25,0.479,L3,https://lonestarconference.org/images/logos/site/site.png?width=600,Lone Star Tournament Appearance,51.5,42.6,48.1
Saint Leo,Saint Leo,Sunshine State,NA,Yes,Yes,https://saintleolions.com/sports/baseball/schedule/2025,https://saintleolions.com/sports/baseball/roster/2025,https://saintleolions.com/sports/baseball,https://saintleolions.com,2024-11-03T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://saintleolions.com/images/logos/site/site.png?width=600,#246147,38-13,0.745,L3,21-9,0.7,L1,https://sunshinestateconference.com/images/logos/site/site.png?width=600,South Regional Host,41.9,34.8,39.1
Saint Martin's,Saint Martin's,GNAC,NA,No,Yes,https://smusaints.com/sports/baseball/schedule/2025,https://smusaints.com/sports/baseball/roster/2025,https://smusaints.com/sports/baseball,https://smusaints.com,2025-01-07T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,0,0,1,0,https://smusaints.com/images/logos/site/site.png?width=600,#cf102d,17-34,0.333,W1,10-22,0.313,L3,https://gnacsports.com/images/logos/site/site.png?width=600,NA,NA,NA,NA
St. Mary's (TX),Saint Mary's,Lone Star,NA,No,Yes,https://rattlerathletics.com/sports/baseball/schedule/2025,https://rattlerathletics.com/sports/baseball/roster/2025,https://rattlerathletics.com/sports/baseball,https://rattlerathletics.com,2025-01-07T00:00:00Z,2024-12-01T00:00:00Z,Sidearm,0,0,1,0,https://rattlerathletics.com/images/logos/site/site.png?width=600,#0D4D84,20-30,0.4,L1,18-30,0.375,L1,https://lonestarconference.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
Saint Michael's,Saint Michael's,NE10,Northeast,No,Yes,https://smcathletics.com/sports/baseball/schedule,https://smcathletics.com/sports/baseball/roster/2025,https://smcathletics.com/sports/baseball,https://smcathletics.com,2025-01-07T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,0,0,1,0,https://smcathletics.com/images/logos/site/site.png?width=600,#661c78,11-30,0.268,L1,8-22,0.267,L1,https://northeast10.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
Salem (WV),Salem (WV),Independent,NA,Yes,Yes,https://salemtigers.com/sports/baseball/schedule/2025,https://salemtigers.com/sports/baseball/roster/2025,https://salemtigers.com/sports/baseball,https://salemtigers.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://salemtigers.com/images/logos/site/site.png?width=600,#006233,32-18,0.64,W5,0-0,0,W2,NA,NA,53.7,30.5,44.9
San Fran. St.,San Francisco State,CCAA,NA,Yes,Yes,https://sfstategators.com/sports/baseball/schedule,https://sfstategators.com/sports/baseball/roster/2025,https://sfstategators.com/sports/baseball,https://sfstategators.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://sfstategators.com/images/logos/site/site.png?width=600,#52247f,34-26,0.567,L2,22-18,0.55,L2,https://goccaa.org/images/logos/site/site.png?width=600,West Regional Appearance,81.9,81.3,81.7
Savannah St.,Savannah State,SIAC,NA,No,Yes,https://ssuathletics.com/sports/baseball/schedule,https://ssuathletics.com/sports/baseball/roster/2025,https://ssuathletics.com/sports/baseball,https://ssuathletics.com,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,0,0,1,0,https://ssuathletics.com/images/logos/site/site.png?width=600,#ff5b00,31-17,0.646,L3,19-12,0.613,L2,https://thesiac.com/images/logos/site/site.png?width=600,South Regional Appearance,NA,NA,NA
Seton Hill,Seton Hill,PSAC,West,Yes,Yes,https://athletics.setonhill.edu/sports/baseball/schedule/2025,https://athletics.setonhill.edu/sports/baseball/roster/2025,https://athletics.setonhill.edu/sports/baseball,https://athletics.setonhill.edu,2024-11-27T00:00:00Z,2024-11-27T00:00:00Z,Sidearm,1,0,0,0,https://athletics.setonhill.edu/images/logos/site/site.png?width=600,#c00026,41-17,0.707,L2,20-8,0.714,L2,https://psacsports.org/images/logos/site/site.png?width=600,PSAC West Regular Season Champions; Atlantic Super Regional Appearance,54.9,37.3,47.9
Shepherd,Shepherd,PSAC,East,Yes,Yes,https://shepherdrams.com/sports/baseball/schedule/2025,https://shepherdrams.com/sports/baseball/roster/2025,https://shepherdrams.com/sports/baseball,https://shepherdrams.com,2025-01-03T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,1,0,0,0,https://shepherdrams.com/images/logos/site/site.png?width=600,#c5b357,21-25,0.457,W3,14-18,0.438,W3,https://psacsports.org/images/logos/site/site.png?width=600,NA,35.2,69,48.1
Shippensburg,Shippensburg,PSAC,East,No,Yes,https://shipraiders.com/sports/baseball/schedule/2025,https://shipraiders.com/sports/baseball/roster/2025,https://shipraiders.com/sports/baseball,https://shipraiders.com,2025-01-10T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,0,1,0,https://shipraiders.com/images/logos/site/site.png?width=600,#001541,27-21,0.563,L2,19-13,0.594,L2,https://psacsports.org/images/logos/site/site.png?width=600,PSAC Tournament Appearance,NA,NA,NA
Shorter,Shorter,Conference Carolinas,NA,Yes,Yes,https://goshorterhawks.com/sports/baseball/schedule/2025,https://goshorterhawks.com/sports/baseball/roster/2025,https://goshorterhawks.com/sports/baseball,https://goshorterhawks.com,2025-01-07T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://goshorterhawks.com/images/logos/site/site.png?width=600,#0068b3,30-18,0.625,L3,15-15,0.5,L3,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Gulf South Tournament Appearance; 1st season as a Conference Carolinas Member in 2025,40.7,65.7,50.2
Sioux Falls,Sioux Falls,NSIC,NA,Yes,Yes,https://usfcougars.com/sports/baseball/schedule/2025,https://usfcougars.com/sports/baseball/roster/2025,https://usfcougars.com/sports/baseball,https://usfcougars.com,2024-11-24T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://usfcougars.com/images/logos/site/site.png?width=600,#492f91,22-25,0.468,L1,15-22,0.405,L1,https://northernsun.org/images/logos/site/site.png?width=600,NA,41.1,66.3,50.9
Slippery Rock,Slippery Rock,PSAC,West,Yes,Yes,https://rockathletics.com/sports/baseball/schedule/2025,https://rockathletics.com/sports/baseball/roster/2025,https://rockathletics.com/sports/baseball,https://rockathletics.com,2025-01-07T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://rockathletics.com/images/logos/site/site.png?width=600,#00674f,28-18,0.609,L1,17-11,0.607,L1,https://psacsports.org/images/logos/site/site.png?width=600,PSAC Tournament Appearance,58.3,99.8,74.7
Sonoma St.,Sonoma State,CCAA,NA,Yes,Yes,https://sonomaseawolves.com/sports/baseball/schedule/2025,https://sonomaseawolves.com/sports/baseball/roster/2025,https://sonomaseawolves.com/sports/baseball,https://sonomaseawolves.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://sonomaseawolves.com/images/logos/site/site.png?width=600,#151515,25-26,0.49,L1,19-21,0.475,L1,https://goccaa.org/images/logos/site/site.png?width=600,CCAA Tournament Appearance,34.5,50.2,40.5
Southeastern Okla.,Southeastern Oklahoma State,GAC,NA,Yes,Yes,https://gosoutheastern.com/sports/baseball/schedule/2025,https://gosoutheastern.com/sports/baseball/roster/2025,https://gosoutheastern.com/sports/baseball,https://gosoutheastern.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://gosoutheastern.com/images/logos/site/site.png?width=600,#f7e02d,17-32,0.347,W1,7-26,0.212,W1,https://greatamericanconference.com/images/logos/site/site.png?width=600,NA,40.8,2.6,26.400000000000002
Southern Ark.,Southern Arkansas,GAC,NA,Yes,Yes,https://muleriderathletics.com/sports/baseball/schedule/2025,https://muleriderathletics.com/sports/baseball/roster/2025,https://muleriderathletics.com/sports/baseball,https://muleriderathletics.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://muleriderathletics.com/images/logos/site/site.png?width=600,#0051ba,30-20,0.6,L2,19-13,0.594,L2,https://greatamericanconference.com/images/logos/site/site.png?width=600,GAC Tournament Appearance,68.5,26.3,52.300000000000004
Southern Conn. St.,Southern Connecticut State,NE10,Southwest,Yes,No,https://southernctowls.com/sports/baseball/schedule/2025,https://southernctowls.com/sports/baseball/roster/2025,https://southernctowls.com/sports/baseball,https://southernctowls.com,2025-01-03T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,0,1,0,0,https://southernctowls.com/images/logos/site/site.png?width=600,#19254a,25-22,0.532,L2,13-16,0.448,L2,https://northeast10.org/images/logos/site/site.png?width=600,NA,91.6,71,83.6
Southern Nazarene,Southern Nazarene,GAC,NA,Yes,Yes,https://snuathletics.com/sports/baseball/schedule/2025,https://snuathletics.com/sports/baseball/roster/2025,https://snuathletics.com/sports/baseball,https://snuathletics.com,2025-01-07T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://snuathletics.com/images/logos/site/site.png?width=600,#620e0e,12-38,0.24,L11,8-27,0.229,L9,https://greatamericanconference.com/images/logos/site/site.png?width=600,NA,50.4,63.6,55.4
Southern N.H.,Southern New Hampshire,NE10,Northeast,Yes,Yes,https://snhupenmen.com/sports/baseball/schedule/2025,https://snhupenmen.com/sports/baseball/roster/2025,https://snhupenmen.com/sports/baseball,https://snhupenmen.com,2024-11-03T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,1,0,0,0,https://snhupenmen.com/images/logos/site/site.png?width=600,#082241,37-19,0.661,L2,20-7,0.741,W1,https://northeast10.org/images/logos/site/site.png?width=600,East Regional Champions; 4th straight CWS Appearance,71,84.5,76.1
Southern Wesleyan,Southern Wesleyan,Conference Carolinas,NA,Yes,Yes,https://swuathletics.com/sports/baseball/schedule/2025,https://swuathletics.com/sports/baseball/roster/2025,https://swuathletics.com/sports/baseball,https://swuathletics.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://swuathletics.com/images/logos/site/site.png?width=600,#002d72,9-41,0.18,L3,7-23,0.233,L3,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,NA,59.4,58.3,59
Southwest Baptist,Southwest Baptist,GLVC,NA,Yes,Yes,https://www.sbubearcats.com/sports/baseball/schedule/2025,https://www.sbubearcats.com/sports/baseball/roster/2025,https://www.sbubearcats.com/sports/baseball,https://www.sbubearcats.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://www.sbubearcats.com/images/logos/site/site.png?width=600,#502d7f,14-36,0.28,W2,11-25,0.306,W2,https://glvcsports.com/images/logos/site/site.png?width=600,NA,63.3,67.2,64.8
Southwest Minn. St.,Southwest Minnesota State,NSIC,NA,Yes,Yes,https://smsumustangs.com/sports/baseball/schedule/2025,https://smsumustangs.com/sports/baseball/roster/2025,https://smsumustangs.com/sports/baseball,https://smsumustangs.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://smsumustangs.com/images/logos/site/site.png?width=600,#bbaa70,27-24,0.529,L2,20-21,0.488,L2,https://northernsun.org/images/logos/site/site.png?width=600,NSIC Tournament Appearance,25.7,62.1,39.6
Southwestern Okla.,Southwestern Oklahoma State,GAC,NA,Yes,Yes,https://swosuathletics.com/sports/baseball/schedule/2025,https://swosuathletics.com/sports/baseball/roster/2025,https://swosuathletics.com/sports/baseball,https://swosuathletics.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://swosuathletics.com/images/logos/site/site.png?width=600,#1c355e,25-24,0.51,L1,14-19,0.424,L1,https://greatamericanconference.com/images/logos/site/site.png?width=600,NA,64,36,53.5
Spring Hill,Spring Hill,SIAC,NA,No,Yes,https://shcbadgers.com/sports/baseball/schedule/2025,https://shcbadgers.com/sports/baseball/roster/2025,https://shcbadgers.com/sports/baseball,https://shcbadgers.com,2025-01-07T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,0,0,1,0,https://shcbadgers.com/images/logos/site/site.png?width=600,#3d1950,32-21,0.604,L1,25-8,0.758,L1,https://thesiac.com/images/logos/site/site.png?width=600,SIAC Tournament Appearance,NA,NA,NA
St. Thomas Aquinas,St. Thomas Aquinas,ECC,NA,No,Yes,https://www.stacathletics.com/sports/bsb/2024-25/schedule,https://www.stacathletics.com/sports/bsb/2024-25/roster,https://www.stacathletics.com/sports/bsb,https://www.stacathletics.com,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Presto,0,0,1,0,https://cdn.usteamcolors.com/images/ncaa/division-2/stac-spartans-logo.png,#67130B,24-27,0.471,L2,14-11,0.56,L2,https://eccsports.org/images/logos/site/site.png?width=600,ECC Tournament Appearance,NA,NA,NA
Staten Island,Staten Island,ECC,NA,No,Yes,https://csidolphins.com/sports/baseball/schedule/2025,https://csidolphins.com/sports/baseball/roster/2025,https://csidolphins.com/sports/baseball,https://csidolphins.com,2025-01-07T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,0,1,0,https://csidolphins.com/images/logos/site/site.png?width=600,#65b2e9,15-28,0.349,W1,7-17,0.292,L11,https://eccsports.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
